road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,383.098,Box Culvert,LRP379b,HAMBIR GONA (1),7.2,B,101012,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,383.098,11.5,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4170232427616,92.0347260730512,interpolate
N1,384.358,Steel Beam & RCC Slab,LRP380e,SOUTH MITTA CHORI,8.3,B,101000,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,384.358,4.0,1952.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4110029325153,92.0443379558282,interpolate
N1,384.788,Slab Culvert,LRP381a,SOUTH MITHACHARI,2.2,B,100997,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,384.788,4.0,1980.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4102488567901,92.0480366814814,interpolate
N1,388.733,Slab Culvert,LRP385b,PANCHARA SLAB CULVERT,2.7,B,101025,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,388.733,4.1,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3874538459459,92.0697162891891,interpolate
N1,389.101,Slab Culvert,LRP385e,PANAR CHORA SLAB CULVERT,2.8,B,101018,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.101,4.1,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3844064618421,92.0705223447368,interpolate
N1,389.258,Slab Culvert,LRP385f,PANCHORI SLAB CULVERT,1.8,B,101019,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.258,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3831050828947,92.0708809157894,interpolate
N1,389.684,Slab Culvert,LRP386b,DALA -2 SLAB CULVERT,1.5,B,101003,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.684,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3796187798882,92.0706130385474,interpolate
N1,391.664,Slab Culvert,LRP388b,PARARHORA CULVERT,1.3,B,101078,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,391.664,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.367599241791,92.0804686731343,interpolate
N1,392.093,Slab Culvert,LRP388d,TULA BAGAN,1.3,B,101079,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,392.093,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3641002252199,92.0813316052785,interpolate
N1,392.422,Slab Culvert,LRP388e,TOLA BAGAN,1.6,B,101086,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,392.422,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3613004264018,92.0805440936915,interpolate
N1,395.328,Slab Culvert,LRP391c,KHONIA POLONG.,2.3,B,101087,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,395.328,7.0,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3365566114155,92.0789637010654,interpolate
N1,397.679,Arch Masonry,LRP394c,Jasoya check post.,1.3,B,101063,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,397.679,9.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3205831278931,92.0894967632047,interpolate
N1,399.452,Box Culvert,LRP395a,MORICHIA PALONG,2.4,B,101068,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,399.452,6.95,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.308226843421,92.0972648315789,interpolate
N1,401.89,Steel Beam & RCC Slab,LRP398b,COTBAZR MUSLIM HOS,11.0,B,101062,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,401.89,4.3,1990.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.28755005,92.1000623912863,interpolate
N1,408.235,Steel Beam & RCC Slab,LRP404b,UKHIYA BAZAR,20.7,B,100838,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,408.235,4.0,1964.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.2457262593333,92.1373042073333,interpolate
N1,412.931,Slab Culvert,LRP409a,KUTU - PALONG MOSZID SLAB,2.2,B,100833,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,412.931,7.0,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.2215199757575,92.1617032590909,interpolate
N1,416.966,RCC Girder Bridge,LRP413a,BALUKHALI,9.4,B,100807,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,416.966,6.75,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1907730988505,92.1680703199233,interpolate
N1,419.036,Box Culvert,LRP415b,THANG KHALI BOX CULVERT,3.1,B,100802,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,419.036,9.7,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.177417156701,92.1570372113402,interpolate
N1,419.88,RCC Girder Bridge,LRP416b,CHANG KHALI BRIDGE,31.1,B,100798,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,419.88,7.3,1951.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1703723502057,92.1547387765432,interpolate
N1,420.093,RCC Girder Bridge,LRP416d,JAM TOLI BRIDGE,9.4,B,100793,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,420.093,7.3,1958.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1688213638709,92.153662396129,interpolate
N1,420.406,RCC Girder Bridge,LRP416f,DAIM PARA BRIDGE,9.3,B,100791,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,420.406,7.3,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1666653482213,92.1523376486166,interpolate
N1,423.442,RCC Girder Bridge,LRP419c,KARUN TOLI RCC GIDER BRIDGE,3.3,B,100794,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,423.442,9.6,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1425462548387,92.159429216129,interpolate
N1,425.267,RCC Girder Bridge,LRP421d,KHARA KANDI RCC GIDER BRIDGE,15.2,B,100808,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,425.267,7.3,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1366125359375,92.1745027796875,interpolate
N1,426.555,RCC Girder Bridge,LRP422c,BALUR KHALI -(1) RCC GIDER BRIDGE,4.7,B,100820,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,426.555,9.6,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1318968873563,92.1846917362069,interpolate
N1,426.915,RCC Girder Bridge,LRP423b,BALU KHALI-3 BOX CULVERT,7.9,B,100823,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,426.915,7.3,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1297680981982,92.1870470012012,interpolate
N1,427.231,Box Culvert,LRP423e,WHIKE KANG BOX CULVERT,1.2,B,100829,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.231,10.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1278570099099,92.1891953267267,interpolate
N1,428.095,RCC Girder Bridge,LRP424g,Hoacx Kang Barbar Bridge,72.6,B,120505,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,428.095,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1215698917647,92.1935169658823,interpolate
N1,429.081,RCC Girder Bridge,LRP425c,TAS SE BRIDGE HOANGK,12.8,B,101095,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.081,8.8,1976.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1145580496021,92.1980208315649,interpolate
N1,433.178,RCC Girder Bridge,LRP429d,KHAN GOR PARA BRIDGE,14.0,B,100873,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.178,7.3,1986.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0844125039525,92.2159198454545,interpolate
N1,435.013,RCC Girder Bridge,LRP431c,GIMON KHALI BRIDGE,5.8,B,100886,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,435.013,7.3,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.071231875641,92.2242923685897,interpolate
N1,436.388,RCC Girder Bridge,LRP432b,NOYA BAZAR BRIDGE,30.9,B,100880,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.388,7.3,1978.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0598736617647,92.2263822093137,interpolate
N1,436.789,RCC Girder Bridge,LRP433b,NAYA BAZAR BRIDGE,9.4,B,100878,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.789,7.3,1970.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0562943527173,92.2266452831521,interpolate
N1,437.063,RCC Girder Bridge,LRP433c,NAYA BAZAR BRIDGE,11.8,B,100877,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,437.063,7.3,1976.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0542867597222,92.2274586981481,interpolate
N1,440.028,RCC Girder Bridge,LRP436a,NILA - HOAB RABG BRIDGE,32.1,B,100858,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.028,7.4,1978.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0340308457564,92.2407063719557,interpolate
N1,443.024,RCC Girder Bridge,LRP439a,CHOUDORIY PARA RCC GIDER BRIDGE,45.6,B,100934,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,443.024,7.3,1978.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0097686468354,92.2495377240506,interpolate
N1,443.564,Slab Culvert,LRP439c,RONGI HALI BOX CULVERT,2.8,B,100937,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,443.564,9.6,1967.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0058252962264,92.252279838915,interpolate
N1,447.401,RCC Girder Bridge,LRP443d,NOYAPARA RCC GIDER BRIDGE,30.4,B,100960,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.401,7.3,1976.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9732781770034,92.2493761152148,interpolate
N1,448.054,RCC Girder Bridge,LRP444b,MOSINNI RCC GIDER BRIDGE,8.8,B,100962,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.054,7.4,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.967853415126,92.2489720949579,interpolate
N1,448.054,RCC Girder Bridge,LRP444b,Mosinni Mor Bridge,8.8,B,120544,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.054,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.967853415126,92.2489720949579,interpolate
N1,449.101,RCC Girder Bridge,LRP445b,JADIMURA (NOYA PARA)BRIDGE,41.75,B,100905,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.101,7.3,1972.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9599449953642,92.2537187390728,interpolate
N1,451.984,RCC Girder Bridge,LRP448a,DONDO MIA CHAK POST BRIDGE,51.0,B,100890,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,451.984,7.3,1974.0,4.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93730526,92.26237497,interpolate
N1,451.984,RCC Girder Bridge,LRP448a,Dondo Mia Checkpost Bridge,49.6,B,120555,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,451.984,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.93730526,92.26237497,interpolate
N1,452.561,RCC Girder Bridge,LRP448c,DOMDO MIA BRIDGE,13.5,B,100888,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.561,7.4,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9324260319587,92.2636134,interpolate
N1,452.624,RCC Girder Bridge,LRP449a,DOMDO MIA,13.5,B,100887,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.624,7.4,1974.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9318757724226,92.263712625,interpolate
N1,453.95,RCC Girder Bridge,LRP450a,KARUMTOLI,37.6,B,100936,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,453.95,10.3,1981.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9209276456603,92.2674528079245,interpolate
N1,454.673,Box Culvert,LRP451a,KAKUM TOLI CHACK BOX CULVERT,1.2,B,100949,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.673,10.3,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9153707224137,92.2707239706896,interpolate
N1,455.062,RCC Girder Bridge,LRP451c,KARUMTOLI,34.3,B,100957,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.062,7.3,1981.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9126751559322,92.2727211220339,interpolate
N1,456.359,RCC Girder Bridge,LRP452i,BARIY TOLI RCC GIDER BRIDGE,6.1,B,100904,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.359,7.3,1983.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9032027737864,92.2790446582524,interpolate
N1,456.549,RCC Girder Bridge,LRP452j,NAITAN PARA RCC GIDER BRIDGE,23.0,B,100901,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.549,7.35,1974.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9018849327974,92.2798735897106,interpolate
N1,457.365,RCC Girder Bridge,LRP453a,NAITOM PARA RCC GIDER BRIDGE,15.1,B,100898,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.365,7.3,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.8970988542857,92.2850607666666,interpolate
N1,458.213,RCC Girder Bridge,LRP454b,NAITOM PARA RCC GIDER BRIDGE,9.0,B,100896,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.213,7.3,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.892271114035,92.2909840333333,interpolate
N1,458.799,RCC Girder Bridge,LRP455a,TEKNAF NAITANG RCC GIDER BRIDGE,37.3,B,100895,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.799,7.3,1978.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.8901584525606,92.2957180800539,interpolate
N1,222.687,RCC Girder Bridge,LRP225a,SALAKHARPAD BRIDGE,26.3,C,100613,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.687,12.7,1984.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4460793332411,91.7353674287057,interpolate
N1,242.016,Box Culvert,LRP236a,BOALIA BOX CULVERT,4.65,C,100628,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.016,12.1,1983.0,1.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3599057425992,91.8522694918171,interpolate
N1,244.367,RCC Girder Bridge,LRP239a,5 No hafez bazar Bridge,39.67,C,121357,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.367,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3395393508599,91.8533871579852,interpolate
N1,244.856,RCC Girder Bridge,LRP240a,Tulatuli Bridge,40.38,C,121358,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.856,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3357673216494,91.8538536927835,interpolate
N1,244.975,RCC Girder Bridge,LRP240c,Rajakhali Bridge,49.31,C,121359,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3349153368556,91.8533979043814,interpolate
N1,246.02,Truss With Timber Deck,LRP241a,Hajrath Sha Amanath Satu,914.0,C,104574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,12.4,1993.0,7.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3266451369152,91.852759390139,interpolate
N1,247.637,RCC Girder Bridge,LRP242b,SHIKALBAHA BRIDGE,11.0,C,100633,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,7.3,1982.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3129265129032,91.856181916129,interpolate
N1,248.499,Box Culvert,LRP243b,SHIKALBAHA,15.2,C,100634,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,248.499,9.6,1981.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.306457756,91.860449028,interpolate
N1,251.538,PC Girder Bridge,LRP247a,SHIKALBAHA BRIDGE,116.5,C,100640,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,9.75,1993.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2962698699619,91.8807528022813,interpolate
N1,262.116,PC Girder Bridge,LRP257a,PATIYA BRIDGE,50.8,C,100648,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,262.116,8.5,1977.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.3006016043999,91.9658457726,interpolate
N1,265.483,PC Girder Bridge,LRP261a,SRIMI BRIDGE,60.5,C,100663,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,265.483,9.85,1992.0,5.0,Chittagong,Chittagong,Dohazari,Patiya,22.2859320161666,91.992309198,interpolate
N1,268.954,RCC Girder Bridge,LRP264a,KHORNA BVS STATION,14.8,C,100668,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,268.954,7.8,1979.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2611613745967,92.0073035838709,interpolate
N1,269.199,Box Culvert,LRP264c,AJIMPUR CUL,9.8,C,100671,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.199,7.4,1982.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2590515857142,92.0081111238095,interpolate
N1,275.943,RCC Girder Bridge,LRP272a,MAZAR POINT BRIDGE,50.4,C,100656,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,275.943,6.7,1965.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.2071026538461,92.03633246993,interpolate
N1,282.994,RCC Girder Bridge,LRP279a,SANGO BRIDGE DOMAJAR,211.3,C,100692,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,282.994,7.2,1960.0,5.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1586272806451,92.0682063096774,interpolate
N1,320.513,PC Girder Bridge,LRP317a,Harbang Chora Bridge,56.2,C,120362,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.513,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8599725797297,92.0601907085585,interpolate
N1,324.607,RCC Girder Bridge,LRP321b,Bodoitola Bridge,45.0,C,120363,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,324.607,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8257831806122,92.0723466282313,interpolate
N1,331.259,PC Box,LRP328a,MATHAMUHURI BRIDGE,300.0,C,114233,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,331.259,7.2,1960.0,7.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7715943354948,92.0821099546075,interpolate
N1,336.237,RCC Girder Bridge,LRP332c,Pasiyakali Bridge,38.4,C,120365,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,336.237,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7309878314917,92.0838156441988,interpolate
N1,342.77,RCC Girder Bridge,LRP339a,Polia Fari Bridge,58.57,C,120369,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,342.77,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.676279289928,92.0768074748201,interpolate
N1,344.531,PC Girder Bridge,LRP341a,Dulahajar Bridge,54.03,C,120373,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,344.531,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6600543017045,92.0751025664772,interpolate
N1,345.592,PC Girder Bridge,LRP342a,BOYRAGIR KHIL,61.0,C,101096,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,345.592,11.7,1992.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6508560658227,92.0735619202531,interpolate
N1,345.592,PC Girder Bridge,LRP342a,Boyragir Khil Bridge,60.03,C,120375,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,345.592,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6508560658227,92.0735619202531,interpolate
N1,353.162,Box Culvert,LRP349b,NAPITE KHALI,4.5,C,100420,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,353.162,12.1,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.5876028,92.0649047857142,interpolate
N1,358.03,PC Girder Bridge,LRP354d,eidgaon,44.6,C,114226,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,358.03,12.2,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5470666065573,92.0668953754098,interpolate
N1,380.346,RCC Girder Bridge,LRP377a,Bakkhali Bridge,136.3,C,120385,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,380.346,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4294033629834,92.0318887491712,interpolate
N1,381.985,RCC Girder Bridge,LRP378a,BESIC AREA,4.5,C,101026,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,381.985,3.7,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.423063061512,92.0267879589347,interpolate
N1,382.055,Steel Beam & RCC Slab,LRP378b,BASIC ARIA (1),11.3,C,101021,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,382.055,4.1,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4226721680412,92.0272924520618,interpolate
N1,382.649,Box Culvert,LRP379a,KAMBIR GONA,2.4,C,101015,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,382.649,4.0,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4194017834586,92.031682906015,interpolate
N1,383.269,RCC Girder Bridge,LRP379c,HAMBIR GONA-(2),8.1,C,101020,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,383.269,4.1,1952.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4161167631868,92.0359357093406,interpolate
N1,387.23,Steel Beam & RCC Slab,LRP383c,RAKALAN PARA STEEL BEAM AND RCC SLAB,8.0,C,101043,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,387.23,4.1,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4001878992395,92.0660829174905,interpolate
N1,387.398,Arch Masonry,LRP383d,CHALIYA TOLI -2 ARCH MASONRY,1.3,C,101045,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,387.398,9.1,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3987858977186,92.0665265524714,interpolate
N1,388.328,Steel Beam & RCC Slab,LRP384b,PANCHORA STEEL BEAM AND RCC SLAB,22.0,C,101030,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,388.328,4.1,1954.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3908555107438,92.0684757008264,interpolate
N1,388.565,Slab Culvert,LRP385a,PANAR CHORH -3 SLAB CULVERT,2.7,C,101028,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,388.565,4.1,1952.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3888052,92.0689623,interpolate
N1,388.886,Slab Culvert,LRP385c,PANCHARA SLAB CULVERT,2.9,C,101023,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,388.886,4.0,1952.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.386218603409,92.0702884892045,interpolate
N1,388.956,Slab Culvert,LRP385d,PANCHARA SLAB CULVERT,1.8,C,101013,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,388.956,7.5,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3856411333333,92.0704543196078,interpolate
N1,389.899,Slab Culvert,LRP386d,DALA-3 SLAB CULVERT,2.2,C,100998,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.899,4.0,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3778510915584,92.0703548240259,interpolate
N1,390.356,Slab Culvert,LRP386g,DHALLA SLAB CULVERT,2.4,C,100988,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,390.356,4.0,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3750850565217,92.0730282999999,interpolate
