road,chainage,lrp,lat,lon,gap,type,name,length
Z1004,9.65,LRP009b,21.6484719,91.9239438,,Culvert,Box Culvert,27.33
Z1004,9.885,LRP009c,21.6467219,91.9238882,,Culvert,Box Culvert,27.33
Z1004,10.0,LRP010,21.645583,91.9237216,,KmPost,Km post missing,27.33
Z1004,10.22,LRP010a,21.6435552,91.9238327,,Culvert,Box Culvert,27.33
Z1004,10.335,LRP010b,21.6425552,91.9238327,,Culvert,Box Culvert,27.33
Z1004,10.568,LRP010c,21.6404997,91.9233882,BS,Bridge,Bridge Start,27.33
Z1004,10.575,LRP010d,21.6404441,91.9233882,BE,Bridge,Bridge End,27.33
Z1004,10.97,LRP010e,21.6374719,91.9218327,,Culvert,Box Culvert,27.33
Z1004,11.0,LRP011,21.6369163,91.9216938,,KmPost,Km post missing,27.33
Z1004,11.13,LRP011a,21.6357497,91.9216382,,Culvert,Box Culvert,27.33
Z1004,11.31,LRP011b,21.6341386,91.921666,,Culvert,Box Culvert,27.33
Z1004,11.588,LRP011c,21.6317493,91.9216382,BS,Bridge,Bridge Start,27.33
Z1004,11.608,LRP011d,21.6315827,91.9215827,BE,Bridge,Bridge End,27.33
Z1004,11.805,LRP011e,21.6298604,91.9215827,,Culvert,Box Culvert,27.33
Z1004,12.0,LRP012,21.6286104,91.9226104,,KmPost,Km post missing,27.33
Z1004,12.075,LRP012a,21.6282216,91.9230827,,Culvert,Box Culvert,27.33
Z1004,12.39,LRP012b,21.6256104,91.9239438,,Culvert,Box Culvert,27.33
Z1004,12.642,LRP012c,21.6233604,91.9240271,,Culvert,Box Culvert,27.33
Z1004,13.0,LRP013,21.620166,91.9240549,,KmPost,Km post missing,27.33
Z1004,13.674,LRP013a,21.6141944,91.9241938,BS,Bridge,Bridge Start,27.33
Z1004,13.7,LRP013b,21.6139722,91.9242216,BE,Bridge,Bridge End,27.33
Z1004,14.0,LRP014,21.6111667,91.9236938,,KmPost,Km post missing,27.33
Z1004,14.032,LRP014a,21.6108889,91.9248604,,Culvert,Box Culvert,27.33
Z1004,14.53,LRP014b,21.6064722,91.9238327,,Culvert,Box Culvert,27.33
Z1004,14.745,LRP014c,21.6045833,91.9235271,,Culvert,Box Culvert,27.33
Z1004,14.835,LRP014d,21.6037778,91.9234438,,Culvert,Box Culvert,27.33
Z1004,14.945,LRP014e,21.6028056,91.9234993,,Culvert,Box Culvert,27.33
Z1004,15.0,LRP015,21.6020556,91.9235271,,KmPost,Km post missing,27.33
Z1004,15.038,LRP015a,21.6016944,91.9235271,,Culvert,Box Culvert,27.33
Z1004,15.415,LRP015b,21.5983052,91.9235827,,Culvert,Box Culvert,27.33
Z1004,15.675,LRP015c,21.5959163,91.9231938,,Culvert,Box Culvert,27.33
Z1004,15.89,LRP015d,21.5941108,91.9237493,,Culvert,Box Culvert,27.33
Z1004,16.0,LRP016,21.5930274,91.9238049,,KmPost,Km post missing,27.33
Z1004,16.41,LRP016a,21.5894441,91.9239438,,Culvert,Box Culvert,27.33
Z1004,16.815,LRP016b,21.5858052,91.9242493,,Culvert,Box Culvert,27.33
Z1004,17.0,LRP017,21.584083,91.9241382,,KmPost,Km post missing,27.33
Z1004,17.37,LRP017a,21.5808327,91.9239993,,Culvert,Box Culvert,27.33
Z1004,17.512,LRP017b,21.5787493,91.9251104,,Culvert,Box Culvert,27.33
Z1004,18.0,LRP018,21.5755549,91.9264716,,KmPost,Km post missing,27.33
Z1004,18.045,LRP018a,21.5751382,91.9264716,,Culvert,Box Culvert,27.33
Z1004,18.435,LRP018b,21.5716938,91.9260549,BS,Bridge,Bridge Start,27.33
Z1004,18.445,LRP018c,21.5716104,91.9260549,BE,Bridge,Bridge End,27.33
Z1004,19.0,LRP019,21.5667771,91.9262216,,KmPost,Km post missing,27.33
Z1004,19.03,LRP019a,21.5666111,91.9262493,,Culvert,Box Culvert,27.33
Z1004,20.0,LRP020,21.5580833,91.9289438,,KmPost,Km post missing,27.33
Z1004,20.358,LRP020a,21.5549167,91.9293327,,Culvert,Box Culvert,27.33
Z1004,20.635,LRP020b,21.5524444,91.929916,,Culvert,Box Culvert,27.33
Z1004,20.984,LRP020c,21.5494441,91.9306382,,Culvert,Box Culvert,27.33
Z1004,21.0,LRP021,21.5491108,91.9307216,,KmPost,Km post Missing,27.33
Z1004,21.702,LRP021a,21.5435552,91.9351663,,Culvert,Box Culvert,27.33
Z1004,22.0,LRP022,21.5421386,91.9363886,,KmPost,Km post missing,27.33
Z1004,22.13,LRP022a,21.541083,91.9364719,,Culvert,Box Culvert,27.33
Z1004,22.62,LRP022b,21.5371386,91.9367497,,Culvert,Pipe Culvert,27.33
Z1004,23.0,LRP023,21.5356108,91.9401386,,KmPost,Km post missing,27.33
Z1004,23.75,LRP023a,21.5318327,91.9464163,,Culvert,Box Culvert,27.33
Z1004,24.0,LRP024,21.5306382,91.9486108,,KmPost,Km post missing,27.33
Z1004,24.01,LRP024a,21.5306104,91.9486386,,Culvert,Box Culvert,27.33
Z1004,24.102,LRP024b,21.5301104,91.9499719,,Culvert,Pipe Culvert,27.33
Z1004,25.0,LRP025,21.5268327,91.9575556,,KmPost,Km post missing,27.33
Z1004,25.29,LRP025a,21.5253327,91.9579722,,Culvert,Slab Culvert,27.33
Z1004,25.504,LRP025b,21.5239438,91.96025,,Culvert,Box Culvert,27.33
Z1004,26.0,LRP026,21.5213049,91.9636944,,KmPost,Km post missing,27.33
Z1004,26.072,LRP026a,21.521166,91.9644444,,Culvert,Box Culvert,27.33
Z1004,26.482,LRP026b,21.5202216,91.9680827,,Culvert,Box Culvert,27.33
Z1004,26.702,LRP026c,21.5195549,91.9703049,,Culvert,Slab Culvert,27.33
Z1004,26.874,LRP026d,21.5183882,91.9702771,,Culvert,Box Culvert,27.33
Z1004,27.0,LRP027,21.5182493,91.9715549,,KmPost,Km post missing,27.33
Z1004,27.33,LRPE,21.5178049,91.9744716,,Others,"Road end at Gorokghat,Near Speed boat ghat.",27.33
Z1005,0.0,LRPS,21.7215271,92.0830827,,Others,Road Start from N1 at Haser Dighi Chokoria,42.22
Z1005,0.028,LRPSa,21.721416,92.083333,,Culvert,Box Culvert,42.22
Z1005,0.61,LRPSb,21.7211382,92.0886108,,Culvert,Box Culvert,42.22
Z1005,1.0,LRP001,21.7188049,92.0913886,,KmPost,Km post missing,42.22
Z1005,1.21,LRP001a,21.7175549,92.0928608,,Culvert,Box Culvert,42.22
Z1005,1.665,LRP001b,21.7153333,92.096333,,Culvert,Box Culvert,42.22
Z1005,1.994,LRP001c,21.7151667,92.0966941,,Culvert,Slab Culvert,42.22
Z1005,2.0,LRP002,21.7132778,92.098583,,KmPost,Km post missing,42.22
Z1005,2.106,LRP002a,21.7126667,92.099333,,Culvert,Box Culvert,42.22
Z1005,2.29,LRP002b,21.7121667,92.0675271,,Culvert,Box Culvert,42.22
Z1005,2.42,LRP002c,21.7121389,92.0688049,,Culvert,Box Culvert,42.22
Z1005,2.54,LRP002d,21.7121111,92.1033056,,Culvert,Box Culvert,42.22
Z1005,2.86,LRP002e,21.71275,92.1061389,BS,Bridge,Bridge Start,42.22
Z1005,2.9,LRP002f,21.7127222,92.1065,BE,Bridge,Bridge End,42.22
Z1005,3.06,LRP003,21.7123889,92.1078056,,KmPost,Alikadam 37 km,42.22
Z1005,4.0,LRP004,21.7097222,92.1104167,,KmPost,Alikadam  36 Km,42.22
Z1005,4.206,LRP004a,21.7089722,92.1176382,,Culvert,Box Culvert,42.22
Z1005,5.0,LRP005,21.7132222,92.1223604,,KmPost,Km post missing,42.22
Z1005,5.98,LRP006,21.7116944,92.1308604,,KmPost,Alikadam 34 Km,42.22
Z1005,6.98,LRP007,21.7160833,92.1381108,,KmPost,Km post missing,42.22
Z1005,7.98,LRP008,21.716013850000003,92.1447082,,KmPost,Km post missing,42.22
Z1005,8.98,LRP009,21.7159444,92.1513056,,KmPost,Km post missing,42.22
Z1005,9.89,LRP010,21.7165833,92.1571389,,KmPost,Alikadam 30 Km,42.22
Z1005,10.89,LRP011,21.7226104,92.1609167,,KmPost,Km post missing,42.22
Z1005,11.085,LRP011a,21.7236382,92.1623333,BS,Bridge,Bridge Start,42.22
Z1005,11.159,LRP011b,21.7237216,92.1630278,BE,Bridge,Bridge End,42.22
Z1005,11.86,LRP012,21.7288604,92.1649167,,KmPost,Info missing,42.22
Z1005,12.27,LRP012a,21.7313604,92.1676382,,Culvert,Box Culvert,42.22
Z1005,12.605,LRP012b,21.7333886,92.1706104,,Culvert,Pipe Culvert,42.22
Z1005,12.86,LRP013,21.7343886,92.1714716,,KmPost,Km post missing,42.22
Z1005,12.91,LRP013a,21.7346941,92.1718882,,Culvert,Box Culvert,42.22
Z1005,13.115,LRP013b,21.7363608,92.1724438,,Culvert,Pipe  Culvert,42.22
Z1005,13.765,LRP014,21.7388608,92.1726938,,KmPost,Alikadam 26 Km,42.22
Z1005,14.765,LRP015,21.7403886,92.1806382,,KmPost,Km post missing,42.22
Z1005,15.685,LRP016,21.7420274,92.1861386,,KmPost,Alikadam 24 km,42.22
Z1005,16.26,LRP016a,21.7388886,92.1903052,,Culvert,Box Culvert,42.22
Z1005,16.685,LRP017,21.7409441,92.1920274,,KmPost,Km post missing,42.22
Z1005,17.735,LRP018,21.7446386,92.1991941,,KmPost,Alikadam 22 Km,42.22
Z1005,18.735,LRP019,21.7467497,92.2069444,,KmPost,Km post missing,42.22
Z1005,19.11,LRP019a,21.7495274,92.2075,,Culvert,Box Culvert,42.22
Z1005,19.735,LRP020,21.7523611,92.2096944,,KmPost,Info missing,42.22
Z1005,19.993,LRP020a,21.7539722,92.2114167,,"SideRoad,Left",Link road Portion to lama,42.22
Z1005,20.285,LRP020b,21.7538056,92.2140278,,Culvert,Box Culvert,42.22
Z1005,20.512,LRP020c,21.7517222,92.2160278,,Culvert,Box Culvert,42.22
Z1005,20.735,LRP021,21.7507222,92.2166111,,KmPost,Km post missing,42.22
Z1005,21.345,LRP021a,21.7471108,92.2210827,,Culvert,Box Culvert,42.22
Z1005,21.72,LRP022,21.744083,92.2221938,,KmPost,Info missing,42.22
Z1005,21.975,LRP022a,21.7429997,92.223416,,Culvert,Box Culvert,42.22
Z1005,22.025,LRP022b,21.742173370886075,92.22375005063292,,Culvert,Slab Culvert,42.22
Z1005,22.054,LRP022c,21.7416941,92.2239438,,Culvert,Box Culvert,42.22
Z1005,22.695,LRP022d,21.7366108,92.2271382,,Culvert,Box Culvert,42.22
Z1005,22.72,LRP023,21.7369163,92.2272771,,KmPost,Km post missing,42.22
Z1005,23.505,LRP023a,21.730666,92.2306382,,Culvert,Box Culvert,42.22
Z1005,23.72,LRP024,21.728916,92.2317771,,KmPost,Km post Broken,42.22
Z1005,24.02,LRP024a,21.7260549,92.2319438,,Culvert,Box Culvert,42.22
Z1005,24.452,LRP024b,21.722416,92.2321104,,Culvert,Box Culvert,42.22
Z1005,24.72,LRP025,21.7202216,92.2328882,,KmPost,Km post missing,42.22
Z1005,25.02,LRP025a,21.7190827,92.2354441,,Culvert,Box Culvert,42.22
Z1005,25.72,LRP026,21.7162778,92.2416941,,KmPost,Info missing,42.22
Z1005,25.828,LRP026a,21.7155278,92.2422497,,Culvert,Box Culvert,42.22
Z1005,26.314,LRP026b,21.7120833,92.2453052,,Culvert,Box Culvert,42.22
Z1005,26.412,LRP026c,21.71125,92.2452219,,Culvert,Box Culvert,42.22
Z1005,26.688,LRP026d,21.70875,92.245333,,Culvert,Box Culvert,42.22
Z1005,26.72,LRP027,21.709,92.245333,,KmPost,Alikadam 13 km,42.22
Z1005,27.228,LRP027a,21.7041944,92.2440274,,Culvert,Box Culvert,42.22
Z1005,27.7,LRP028,21.7004167,92.2456108,,KmPost,Info missing,42.22
Z1005,27.865,LRP028a,21.6996941,92.2467219,,Culvert,Box Culvert,42.22
Z1005,28.39,LRP028b,21.6974719,92.2510556,,Culvert,Box Culvert,42.22
Z1005,28.468,LRP028c,21.6969163,92.2514722,,Culvert,Box Culvert,42.22
Z1005,28.7,LRP029,21.6954441,92.25325,,KmPost,Km post missing,42.22
Z1005,28.74,LRP029a,21.6952219,92.2535833,,Culvert,Box Culvert,42.22
Z1005,28.97,LRP029b,21.6939997,92.2553333,,Culvert,Box Culvert,42.22
Z1005,29.07,LRP029c,21.6935274,92.2575,,Culvert,Box Culvert,42.22
Z1005,29.245,LRP029d,21.6927497,92.2575833,,Culvert,Box Culvert,42.22
Z1005,29.635,LRP029e,21.6917219,92.2611111,,Culvert,Box Culvert,42.22
Z1005,29.68,LRP030,21.6917219,92.2616389,,KmPost,Info missing,42.22
Z1005,29.805,LRP030a,21.691833,92.2628333,,Culvert,Box Culvert,42.22
Z1005,30.286,LRP030b,21.6909997,92.2667493,BS,Bridge,Baily Bridge Start,42.22
Z1005,30.404,LRP030c,21.6918886,92.2673882,BE,Bridge,Baily Bridge End,42.22
Z1005,30.64,LRP031,21.6916663,92.2694438,,KmPost,Km post Broken,42.22
Z1005,30.91,LRP031a,21.6901386,92.2713882,,Culvert,Box Culvert,42.22
Z1005,31.14,LRP031b,21.6885274,92.2727493,,Culvert,Box Culvert,42.22
Z1005,31.45,LRP031c,21.6867219,92.2749993,,Culvert,Box Culvert,42.22
Z1005,31.545,LRP031d,21.6858886,92.2749993,,Culvert,Box Culvert,42.22
Z1005,31.64,LRP032,21.6848608,92.2752771,,KmPost,Info missing,42.22
Z1005,32.45,LRP032a,21.6786938,92.2788327,,Culvert,Box Culvert,42.22
Z1005,32.474,LRP032b,21.6783049,92.2799716,,Culvert,Box culvert,42.22
Z1005,32.64,LRP033,21.6778327,92.2807216,,KmPost,Km post missing,42.22
Z1005,32.78,LRP033a,21.6765271,92.2816104,,Culvert,Slab Culvert,42.22
Z1005,32.855,LRP033b,21.6764438,92.2821104,,Culvert,Box Culvert,42.22
Z1005,33.02,LRP033c,21.6752771,92.2830549,,Culvert,Box Culvert,42.22
Z1005,33.201,LRP033d,21.6743604,92.2837497,,Culvert,Box Culvert,42.22
Z1005,33.422,LRP033e,21.6723604,92.2846663,,Culvert,Box Culvert,42.22
Z1005,33.6,LRP034,21.6718327,92.286333,,KmPost / Culvert,Info missing / Box Culvert,42.22
Z1005,33.75,LRP034b,21.6710827,92.2873886,,Culvert,Box Culvert,42.22
Z1005,33.955,LRP034c,21.6710271,92.2893608,,Culvert,Box Culvert,42.22
Z1005,34.102,LRP034d,21.6713049,92.2901941,,Culvert,Box Culvert,42.22
Z1005,34.342,LRP034e,21.6719716,92.2923052,,Culvert,Box Culvert,42.22
Z1005,34.54,LRP034f,21.6706104,92.2934441,,Culvert,Box Culvert,42.22
Z1005,34.6,LRP035,21.6700271,92.2936941,,KmPost,Km post missing,42.22
Z1005,34.685,LRP035a,21.6694993,92.2942219,,Culvert,Box Culvert,42.22
Z1005,35.2,LRP035b,21.6663056,92.2972219,,Culvert,Box Culvert,42.22
Z1005,35.382,LRP035c,21.6658333,92.2988886,,Culvert,Box Culvert,42.22
Z1005,35.59,LRP036,21.665,92.3007778,,KmPost,Info missing,42.22
Z1005,35.7,LRP036a,21.6647222,92.3016667,,Culvert,Box Culvert,42.22
Z1005,35.895,LRP036b,21.6641111,92.3034444,,Culvert,Box Culvert,42.22
Z1005,36.244,LRP036c,21.6623889,92.3061944,,Culvert,Box Culvert,42.22
Z1005,36.56,LRP036d,21.6608333,92.3087778,,Bridge,Baily Bridge Start,42.22
Z1005,36.59,LRP037,21.6606111,92.3093889,,KmPost,Km post missing,42.22
Z1005,36.64,LRP037a,21.6605,92.3093889,,Bridge,Baily Bridge end,42.22
Z1005,37.265,LRP037b,21.6555556,92.3118056,,Culvert,Box Culvert,42.22
Z1005,37.454,LRP038,21.6539167,92.3123611,,KmPost,Info missing,42.22
Z1005,37.673,LRP038a,21.6520556,92.3128333,,"SideRoad,Left",Z 1811,42.22
Z1005,38.245,LRP038b,21.6476108,92.3124722,,Culvert,Box Culvert,42.22
Z1005,38.45,LRP039,21.6471941,92.3110278,,KmPost,Km post missing,42.22
Z1005,38.55,LRP039a,21.6468886,92.3103056,,"SideRoad,Left",Z1811,42.22
Z1005,39.06,LRP039b,21.6458052,92.3067778,,Others / Others,The Portion of road at Alikadam / Link road to Lama starts,42.22
Z1005,42.22,LRPE,21.7774438,92.1947774,,Others,The road ends at Lama Bazar,42.22
Z1031,0.0,LRPS,23.0614722,91.3616667,,Others,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",35.935
Z1031,1.0,LRP001,23.0526944,91.3632778,,KmPost,Km post missing,35.935
Z1031,1.39,LRP001a,23.0494997,91.3648889,,Others,Start of overlep with N1,35.935
Z1031,1.496,LRP001b,23.0479719,91.3651667,,Others,End of overlop with N1,35.935
Z1031,2.0,LRP002,23.0429997,91.3668604,,KmPost,Km Post missing,35.935
Z1031,2.134,LRP002a,23.0418886,91.367166,,Culvert,Box Culvert,35.935
Z1031,2.729,LRP002b,23.0371941,91.3693882,,RailRoadCrossing,Rail Crossing,35.935
Z1031,3.0,LRP003,23.0351386,91.3706104,,KmPost,Km post missing,35.935
Z1031,3.43,LRP004,23.0324716,91.3734993,,KmPost,"Feni 4 km, Chittagong 108 km",35.935
Z1031,4.325,LRP004a,23.0268604,91.3805827,,"SideRoad,Left","Feni old airport road, Z1083",35.935
Z1031,4.437,LRP005,23.0266382,91.3808604,,KmPost,Chittagong 107 km,35.935
Z1031,5.452,LRP006,23.0203049,91.3879719,,KmPost,"Feni 2 km, Chittagong 106 km",35.935
Z1031,5.502,LRP006a,23.0200549,91.3882774,,Culvert,Box culvert,35.935
Z1031,6.475,LRP007,23.014,91.3949997,,KmPost,"Cihttagong 105 km, Ramganj 62 km",35.935
Z1031,6.97,LRP007a,23.0101111,91.3990274,,"SideRoad,Right","Side Road, Right, N104",35.935
Z1031,7.205,LRP007b,23.0105278,91.4009722,,"SideRoad,Right","Side Road, Right, Z1134",35.935
Z1031,7.475,LRP008,23.0121667,91.4007222,,KmPost,Km post missing,35.935
Z1031,7.842,LRP008a,23.0154167,91.4005278,,RailRoadCrossing,Rail Crossing,35.935
Z1031,8.154,LRP008b,23.01807050375,91.4012726025,,Culvert,Box culvert,35.935
Z1031,8.482,LRP009,23.0208604,91.4020556,,KmPost,"Dhaka 154 km,  Feni 01 km",35.935
Z1031,9.458,LRP009a,23.0287216,91.4063889,,"SideRoad,Left",Z1083 on left,35.935
Z1031,9.588,LRP010,23.0295549,91.4070833,,KmPost,Chittagong 102 km,35.935
Z1031,10.211,LRP010a,23.0314993,91.41275,,"SideRoad,Left","Road to fulgazi, Z1033",35.935
Z1031,10.277,LRP010b,23.0317216,91.41325,,Culvert,Box culvert,35.935
Z1031,10.588,LRP011,23.0332493,91.4156944,,KmPost,Km post missing,35.935
Z1031,11.62,LRP012,23.035383931952666,91.42488230414202,,KmPost,"Chittagong 100 km, Ramganj 57 km",35.935
Z1031,12.616,LRP013,23.0374441,91.4337497,,KmPost,"Chittagong 99 km, Ramganj  56 km",35.935
Z1031,12.917,LRP013a,23.0369997,91.4365274,,Culvert,Box culvert,35.935
Z1031,13.145,LRP013b,23.0375552,91.4386108,BS,Bridge,Bridge start,35.935
Z1031,13.198,LRP013c,23.0377497,91.4390552,BE,Bridge,Bridge end,35.935
Z1031,13.546,LRP013d,23.0383886,91.4423608,,Culvert,3 cell box culvert,35.935
Z1031,13.663,LRP014,23.038583,91.4435552,,KmPost,"Chittagong 98 km, Ramganj 55 km",35.935
Z1031,14.164,LRP014a,23.0397774,91.448083,BS,Bridge,Bridge start,35.935
Z1031,14.205,LRP014b,23.0397774,91.4484441,BE,Bridge,Bridge end,35.935
Z1031,14.607,LRP014c,23.0409441,91.4520556,,CrossRoad,"Cross road, Z1081",35.935
Z1031,14.643,LRP015,23.041083,91.4523611,,KmPost,"Chittagang 97 km, Ramganj 54 km",35.935
Z1031,15.678,LRP016,23.0399719,91.4616111,,KmPost,"Chittagang 96 km, Ramganj 53 km",35.935
Z1031,15.898,LRP016a,23.0397219,91.4637222,,Culvert,Box culvert,35.935
Z1031,16.483,LRP016b,23.039583,91.4693882,,Culvert,2 cell Box culvert,35.935
Z1031,16.678,LRP017,23.0396663,91.4713327,,KmPost,"Chittagong 95 km, Ramganj 52 km",35.935
Z1031,17.684,LRP018,23.0361386,91.4802216,,KmPost,"Chittagong 94 km, Ramganj 51 km",35.935
Z1031,18.204,LRP018a,23.035583,91.4851941,BS,Bridge,Bridge start,35.935
Z1031,18.291,LRP018b,23.0356663,91.4860274,BE,Bridge,Bridge end,35.935
Z1031,18.689,LRP019,23.0363608,91.489833,,KmPost,"Chittagong 93 km, Ramganj 50 km",35.935
Z1031,18.998,LRP019a,23.0369163,91.4927497,BS,Bridge,Bridge start,35.935
Z1031,19.009,LRP019b,23.0369441,91.4928052,BE,Bridge,Bridge end,35.935
Z1031,19.689,LRP020,23.0381108,91.4994163,,KmPost,Km post missing,35.935
Z1031,19.888,LRP020a,23.0384719,91.5013056,BS,Bridge,Bridge start,35.935
Z1031,19.929,LRP020b,23.0385274,91.5016944,BE,Bridge,Bridge end,35.935
Z1031,20.143,LRP021,23.0410274,91.5094722,,KmPost,"Chittagong 91 km, Ramganj 48 km",35.935
Z1031,21.121,LRP021a,23.0393608,91.51325,,Culvert,Box culvert,35.935
Z1031,21.269,LRP021b,23.039333,91.5145278,,"SideRoad,Right","Road to Shantirhat, Z1032",35.935
Z1031,21.379,LRP021c,23.0394719,91.5156111,,Culvert,Box culvert,35.935
Z1031,21.743,LRP022,23.0399163,91.5190827,,KmPost,Km post missing,35.935
Z1031,21.836,LRP022a,23.039836655947138,91.51959481453744,,"SideRoad,Left","Road to Parsuram, Z1035",35.935
Z1031,21.97,LRP022b,23.0397219,91.5203327,,Culvert,Box culvert,35.935
Z1031,22.329,LRP022c,23.0370552,91.5222216,,Culvert,Box culvert,35.935
Z1031,22.714,LRP023,23.0331104,91.5240549,,KmPost,"Chittagong 89 km, Ramganj 46 km",35.935
Z1031,22.938,LRP023a,23.0311382,91.5244438,BS,Bridge,Bridge start,35.935
Z1031,22.956,LRP023b,23.0309993,91.5244716,BE,Bridge,Bridge end,35.935
Z1031,23.5,LRP023c,23.0262216,91.5254993,,Culvert,Box culvert,35.935
Z1031,23.803,LRP024,23.0235271,91.5259438,,KmPost,"Chittagong 88 km, Ramganj 45 km",35.935
Z1031,24.438,LRP024a,23.0182493,91.5279716,BS,Bridge,Bridge start,35.935
Z1031,24.453,LRP024b,23.0181382,91.5280549,BE,Bridge,Bridge end,35.935
Z1031,24.603,LRP024c,23.0169993,91.5287216,,Culvert,Box culvert,35.935
Z1031,24.756,LRP025,23.0160833,91.5298604,,KmPost,Chittagong 97 km Ramganj 44 km,35.935
Z1031,25.42,LRP025a,23.0125,91.5350274,,Culvert,Box culvert,35.935
Z1031,25.868,LRP026,23.0106389,91.5386386,,KmPost,"Chittagong 85 km,  Ramganj 43 km",35.935
Z1031,25.881,LRP026a,23.0096111,91.5396663,,Culvert,Box culvert,35.935
Z1031,26.543,LRP026b,23.0039444,91.5420552,,Culvert,"Chittagong 85 km, Ramganj 42km",35.935
Z1031,26.953,LRP027,23.0021111,91.5419163,,KmPost,"Dhaka 172km, Feni 19 km",35.935
Z1031,27.477,LRP027a,22.9973886,91.5418608,,Culvert,Box culvert,35.935
Z1031,27.913,LRP028,22.9939441,91.5436663,,KmPost,Chittagong 84 km,35.935
Z1031,28.475,LRP028a,22.9896663,91.5463608,,Culvert,Box culvert,35.935
Z1031,28.797,LRP029,22.9870274,91.5476663,,KmPost,"Chittagong 83 km, Ramganj 40km",35.935
Z1031,29.226,LRP029a,22.9834997,91.549333,,Culvert,Box culvert,35.935
Z1031,29.917,LRP030,22.9776104,91.5511389,,KmPost,"Chittagong 82 km, Ramganj 39 km",35.935
Z1031,29.937,LRP030a,22.9774993,91.5511111,,Culvert,Pipe Culvert,35.935
Z1031,30.84,LRP030b,22.9695549,91.5499163,,Culvert,Box culvert,35.935
Z1031,30.905,LRP031,22.9690271,91.5495274,,KmPost,"Chittagong 81 km, Ramganj 38 km",35.935
Z1031,31.917,LRP032,22.9611667,91.5446941,,KmPost,"Ramganj 37 km. Chittagonj 80km, Feni 24km, Dhaka 177km",35.935
Z1031,32.054,LRP032a,22.9598889,91.5446108,,Culvert,Box culvert,35.935
Z1031,32.537,LRP032b,22.9561111,91.5461941,BS,Bridge,Bridge start,35.935
Z1031,32.916,LRP032c,22.9541944,91.5492219,BE,Bridge,Bridge end,35.935
Z1031,32.93,LRP033,22.9541111,91.5493052,,KmPost,Chittagong 79 km,35.935
Z1031,33.463,LRP033a,22.9500278,91.5508889,,Culvert,Box Culvert,35.935
Z1031,34.013,LRP034,22.9469997,91.55475,,KmPost,"Chittagomg 76 Shitakundu 38km, Figur omited oposit",35.935
Z1031,34.274,LRP034a,22.9446941,91.5548611,BS,Bridge,Bridge start,35.935
Z1031,34.288,LRP034b,22.9381663,91.5536667,BE,Bridge / KmPost,Bridge end / Km post missing,35.935
Z1031,35.717,LRP035a,22.9318604,91.553,,Culvert,Box Culvert,35.935
Z1031,35.935,LRPE,22.9298327,91.5527778,,Others,Road end at Intersection with R151 at Karerhat.,35.935
Z1033,0.0,LRPS,23.0314438,91.4126389,,Others,Start from Technical College more Feni.,25.648
Z1033,0.07,LRPSa,23.031916,91.4130278,,Culvert,Box Culvert,25.648
Z1033,0.496,LRPsb,23.0354441,91.4136667,,Culvert,Box Culvert,25.648
Z1033,1.012,LRP001,23.0385552,91.4171104,,KmPost,Tigura omited,25.648
Z1033,1.106,LRP001a,23.0389719,91.4178882,,Culvert,Box Culvert,25.648
Z1033,2.018,LRP002,23.0428052,91.4254438,,KmPost,Parsuram 20 Km,25.648
Z1033,2.969,LRP002a,23.0499719,91.4304716,BS,Bridge,Old oxisting Bridge,25.648
Z1033,3.007,LRP002b,23.0502778,91.4306382,BE,Bridge,Remove running for new construction,25.648
Z1033,3.018,LRP003,23.0504167,91.430666,,KmPost,.,25.648
Z1033,4.038,LRP004,23.0591667,91.4324716,,KmPost,Information not clear,25.648
Z1033,4.415,LRP004a,23.0623611,91.4332771,BS,Bridge,Start of bridge,25.648
Z1033,4.441,LRP004b,23.0625,91.4334441,BE,Bridge,End of bridge,25.648
Z1033,5.059,LRP005,23.0673327,91.434833,,KmPost,Parsuram 17 Km,25.648
Z1033,5.739,LRP005a,23.0733604,91.4347774,,Culvert,Box Culvert,25.648
Z1033,6.074,LRP006,23.0756382,91.4334719,,KmPost,Parsuram 16 Km,25.648
Z1033,7.074,LRP007,23.0841941,91.4320549,,KmPost,Km Post missing,25.648
Z1033,7.736,LRP007a,23.0901386,91.4319438,BS,Bridge,Bridge start,25.648
Z1033,7.777,LRP007b,23.0904997,91.4318882,BE,Bridge,Bridge end,25.648
Z1033,8.074,LRP008,23.0931386,91.4318049,,KmPost,Km Post missing,25.648
Z1033,8.126,LRP008a,23.093583,91.4318882,,Culvert,Box Culvert,25.648
Z1033,8.309,LRP008b,23.0951386,91.4314993,BS,Bridge,Bridge start,25.648
Z1033,8.336,LRP008c,23.0953608,91.431416,BE,Bridge,Bridge end,25.648
Z1033,9.074,LRP009,23.1019167,91.4307216,,KmPost,Km Post missing,25.648
Z1033,9.282,LRP009a,23.10375,91.4309993,,"SideRoad,Right",Z1081,25.648
Z1033,10.074,LRP010,23.1107778,91.4320549,,KmPost,Km Post missing,25.648
Z1033,10.863,LRP010a,23.1178327,91.4321104,,Culvert,Box Culvert,25.648
Z1033,11.077,LRP011,23.1196938,91.4321382,,KmPost,Pasuram 11km,25.648
Z1033,11.624,LRP011a,23.1246382,91.4320549,,Culvert,Feni 11 km,25.648
Z1033,12.077,LRP012,23.1287216,91.431916,,KmPost,Km Post missing,25.648
